Protein family,Layer,Correlation,P value
PF14317,0,0.20712083599536202,1.464194509905842e-191
PF14317,1,0.12626669122864972,1.878099898009796e-71
PF14317,2,0.0882271097352769,1.1799880267604886e-35
PF14317,3,0.04676866917909399,4.1792944668226244e-11
PF14317,4,-0.01919333760278033,0.006802941416524276
PF14317,5,-0.025992992801451353,0.000246951535069777
PF14317,6,-0.0394833341660427,2.5624740769600024e-08
PF14317,7,-0.055392116977132165,5.4615861963474655e-15
PF14317,8,-0.03473155777264663,9.665980003904e-07
PF14317,9,-0.029921780274764796,2.4468136640366502e-05
PF14317,10,-0.02507556163121126,0.00040625340862391094
PF14317,11,-0.009818850506181915,0.1662347111052533
