Protein family,Layer,Correlation,P value
PF07677,0,0.34834476284652105,0.0
PF07677,1,0.2910970717936064,0.0
PF07677,2,0.23562213496464332,0.0
PF07677,3,0.2062169187282538,0.0
PF07677,4,0.1412224503067015,6.816159815600595e-167
PF07677,5,0.09427310606622195,4.839161514984312e-75
PF07677,6,0.07390979262796657,9.539032920686282e-47
PF07677,7,0.06103026043449207,2.1384885524234083e-32
PF07677,8,0.0463304219206131,2.413792422552526e-19
PF07677,9,0.04742362082176314,3.41493679502929e-20
PF07677,10,0.04696177202430442,7.844575655835477e-20
PF07677,11,0.03994747541756856,8.99963972045928e-15
