Protein family,Layer,Correlation,P value
PF00699,0,0.175027492964108,0.0
PF00699,1,0.10090997129813012,2.1331698222874226e-194
PF00699,2,0.12231024042806632,2.7890617769978116e-285
PF00699,3,0.10160353748492901,4.5976196552327964e-197
PF00699,4,0.10600339676407612,2.0560712479998475e-214
PF00699,5,0.15498728274685425,0.0
PF00699,6,0.20359301307725006,0.0
PF00699,7,0.23081467692135807,0.0
PF00699,8,0.22216521242114112,0.0
PF00699,9,0.22524100302500608,0.0
PF00699,10,0.21478429034714783,0.0
PF00699,11,0.22598939270552362,0.0
