Protein family,Layer,Correlation,P value
PF12172,0,0.11503168208526751,7.198839889067395e-27
PF12172,1,0.05659843482080243,1.3858380102876461e-07
PF12172,2,0.032598065582886505,0.0024294913979314202
PF12172,3,0.03745919020521624,0.0004931974839059529
PF12172,4,-0.008306450994210913,0.439876598851315
PF12172,5,0.0005374962089926525,0.9601383849344898
PF12172,6,-0.001567076541070687,0.8841446872530472
PF12172,7,0.04855633719239285,6.2499792072505e-06
PF12172,8,0.12031347445844189,2.9597805268892274e-29
PF12172,9,0.14053067783167114,2.139454366361925e-39
PF12172,10,0.1677011536149097,1.3912570459462476e-55
PF12172,11,0.1862486746619117,2.353594244152636e-68
