Protein family,Layer,Correlation,P value
PF07677,0,0.35282750937606766,0.0
PF07677,1,0.28320519202790473,0.0
PF07677,2,0.2724001532322142,0.0
PF07677,3,0.23579568649418575,0.0
PF07677,4,0.17959421601545902,2.6964543087175373e-270
PF07677,5,0.14339112916942373,4.7703401016831997e-172
PF07677,6,0.1250456941549378,5.297234620975147e-131
PF07677,7,0.11074879208834366,5.195903318352521e-103
PF07677,8,0.11034947341494336,2.8032076979715358e-102
PF07677,9,0.15410517678409982,1.0219349816843918e-198
PF07677,10,0.15191246661023533,4.2722297035499084e-193
PF07677,11,0.17182132591993085,3.0459688425112185e-247
