Protein family,Layer,Correlation,P value
PF10576,0,0.21285310055368076,0.0
PF10576,1,0.1484109229636155,0.0
PF10576,2,0.15604656600949143,0.0
PF10576,3,0.1331291483376209,0.0
PF10576,4,0.08403885901247113,7.767232323196452e-239
PF10576,5,0.055090224662044156,1.39708935942645e-103
PF10576,6,0.04469789271775102,8.42837623823979e-69
PF10576,7,0.03962408324028211,1.900426434879747e-54
PF10576,8,0.04064266018989573,3.431440898137876e-57
PF10576,9,0.03535345815767251,1.0647523257137915e-43
PF10576,10,0.022204206254606746,3.174315428636085e-18
PF10576,11,0.019258239600306655,4.3569755504151637e-14
