Protein family,Layer,Correlation,P value
PF12872,0,0.1840435982045579,1.2025628386632243e-128
PF12872,1,0.12024428952593928,1.840278487013007e-55
PF12872,2,0.08154029182730217,2.4805468613520262e-26
PF12872,3,0.09426646345848577,1.1444876121903784e-34
PF12872,4,0.10612334604786712,1.587238610157721e-43
PF12872,5,0.11615667240871264,7.512655151728783e-52
PF12872,6,0.08756013836821522,3.9987710196765714e-30
PF12872,7,0.09691354754548279,1.4881915807050842e-36
PF12872,8,0.0787000409441045,1.231607472080981e-24
PF12872,9,0.0576918550267096,6.113019974395744e-14
PF12872,10,0.059320609399855076,1.1825679502692394e-14
PF12872,11,0.0822322968545716,9.381641358171214e-27
