Protein family,Layer,Correlation,P value
PF13466,0,0.06282199789000187,0.0006880771260361256
PF13466,1,0.04511726406094823,0.014829006011778533
PF13466,2,0.04473922754802045,0.015688088063851444
PF13466,3,0.06684271735039195,0.0003038456337268159
PF13466,4,0.06786999083348504,0.0002448018814126291
PF13466,5,0.052963217287328855,0.004225796709428794
PF13466,6,0.03814340116257447,0.039435837500307436
PF13466,7,0.03333956518206621,0.07185037530392353
PF13466,8,0.03701528892956458,0.045645857939753
PF13466,9,0.04229395516653654,0.022376451843241964
PF13466,10,0.04412110043942411,0.017187212857043457
PF13466,11,0.05752906794961864,0.001884781308700422
