Protein family,Layer,Correlation,P value
PF13466,0,0.16197019349644604,1.3583104655161254e-18
PF13466,1,0.18562628194505296,5.118165762753123e-24
PF13466,2,0.10397761946824627,1.826883086603992e-08
PF13466,3,0.05107520459216211,0.0058035499655449425
PF13466,4,0.019194524386306824,0.30012966771972877
PF13466,5,-0.025717186503264426,0.16502676361320123
PF13466,6,-0.04745519494417175,0.010379425045161348
PF13466,7,-0.0875389303294172,2.1995804211595366e-06
PF13466,8,-0.1409108149091187,2.1042861924840123e-14
PF13466,9,-0.13415696490795662,3.4828530447839525e-13
PF13466,10,-0.10722172764988433,6.4662596027341825e-09
PF13466,11,-0.04802870162951679,0.009488446843613009
