Protein family,Layer,Correlation,P value
PF07498,0,0.08827576977260625,3.661073444095031e-20
PF07498,1,0.0856260078881921,4.643486103440402e-19
PF07498,2,0.0595730070152937,5.632569811572515e-10
PF07498,3,0.06924948318853441,5.604660004802773e-13
PF07498,4,0.11832729096055787,4.992730400474021e-35
PF07498,5,0.13017001696487282,4.347219894020762e-42
PF07498,6,0.07711080919922034,9.703212430806067e-16
PF07498,7,0.04558269962678409,2.110782167397397e-06
PF07498,8,0.011148117255053894,0.24633138851716696
PF07498,9,0.011105345973720888,0.24814853815700882
PF07498,10,0.015614370889759326,0.10441724643591668
PF07498,11,0.029808485328666142,0.001932509247058039
