Protein family,Layer,Correlation,P value
PF03463,0,0.07116509740372592,1.2532785301105327e-66
PF03463,1,0.07444568620865309,9.367893090874655e-73
PF03463,2,0.11701099383476832,1.3693822701479783e-177
PF03463,3,0.10453521395828255,5.9096069298909406e-142
PF03463,4,0.06987926204332753,2.652877944312647e-64
PF03463,5,0.043610752946885586,4.635227740796952e-26
PF03463,6,0.04437701537550931,6.3037399851421716e-27
PF03463,7,0.05235399294900222,7.821429095024697e-37
PF03463,8,0.0380945218359491,2.915423663848279e-20
PF03463,9,0.018705790857808383,5.979841405063087e-06
PF03463,10,0.004337190705341136,0.29391002194249094
PF03463,11,-0.0017991224614443396,0.6632875721765766
