Protein family,Layer,Correlation,P value
PF03147,0,0.11360643742815604,7.405894567056961e-28
PF03147,1,0.12955971821231982,8.603380511413651e-36
PF03147,2,0.03135881547041558,0.002605789976230885
PF03147,3,0.05252685079685141,4.526287943428708e-07
PF03147,4,0.07691127355754465,1.4308508071241236e-13
PF03147,5,0.07562845450362754,3.601281907986897e-13
PF03147,6,0.026021131910470677,0.012485646433708444
PF03147,7,-0.00543495712981806,0.6018869091572383
PF03147,8,-0.047616030909318235,4.8053125258971705e-06
PF03147,9,-0.011038070854769665,0.2893524007760612
PF03147,10,0.019549053196873764,0.06056829276036609
PF03147,11,0.07094876455148018,9.183530444042807e-12
