Protein family,Layer,Correlation,P value
PF20171,0,0.18614978670711896,1.2962770211610798e-131
PF20171,1,0.1871317144435646,5.211107197727076e-133
PF20171,2,0.21349032280299185,1.925920623972615e-173
PF20171,3,0.15209070144899312,5.36766119200316e-88
PF20171,4,0.10754120301596548,1.1762163089551118e-44
PF20171,5,0.08440182215557285,4.220331204880582e-28
PF20171,6,0.0687024977049047,3.8486445592877923e-19
PF20171,7,0.05558839059908102,4.775198783384017e-13
PF20171,8,0.057327656071352706,8.77272985651271e-14
PF20171,9,0.05973137343532853,7.759683782341043e-15
PF20171,10,0.0705617816409016,4.161362003018239e-20
PF20171,11,0.0726612219052088,3.1460160476896833e-21
