Protein family,Layer,Correlation,P value
PF00484,0,0.28776072794852436,0.0
PF00484,1,0.24782624966399733,0.0
PF00484,2,0.2736335462738034,0.0
PF00484,3,0.2521123155864599,0.0
PF00484,4,0.17369297900345995,0.0
PF00484,5,0.10369740154297549,2.528737544242522e-151
PF00484,6,0.0728062002164294,2.2348168990802644e-75
PF00484,7,0.04695880753852001,2.4269036868085934e-32
PF00484,8,0.03953201715344169,2.15205000891575e-23
PF00484,9,0.04134099529234713,1.963968699689077e-25
PF00484,10,0.04866237648793077,1.3134023728322114e-34
PF00484,11,0.049590694799222984,7.071789880873242e-36
