Protein family,Layer,Correlation,P value
PF10576,0,0.20941075959552385,0.0
PF10576,1,0.137941797363804,0.0
PF10576,2,0.14432391633946415,0.0
PF10576,3,0.1261269768394196,0.0
PF10576,4,0.07818054199925799,6.948238329291932e-207
PF10576,5,0.044507867997178305,3.1212496966747624e-68
PF10576,6,0.03472134428998675,3.272140508207617e-42
PF10576,7,0.02703536706995039,2.98889806825438e-26
PF10576,8,0.021485454693196585,3.6633223501064744e-17
PF10576,9,0.01751237590717051,6.634147197486499e-12
PF10576,10,0.013519082264704064,1.1600626342053712e-07
PF10576,11,0.014633016194406096,9.670851828648901e-09
