Protein family,Layer,Correlation,P value
PF10114,0,0.33509140165225365,0.0
PF10114,1,0.40232263135918533,0.0
PF10114,2,0.3690902854271084,0.0
PF10114,3,0.30669053445308625,0.0
PF10114,4,0.2516753833282198,0.0
PF10114,5,0.1990997492097303,0.0
PF10114,6,0.15382792867463435,5.008986508403235e-200
PF10114,7,0.11976573584018016,1.7542133335160078e-121
PF10114,8,0.11178604410053232,5.460479388793604e-106
PF10114,9,0.11023680897683662,4.1561002643623055e-103
PF10114,10,0.10351072805561526,4.5035213042694014e-91
PF10114,11,0.09113710416906784,6.101991007236356e-71
