Protein family,Layer,Correlation,P value
PF12172,0,0.1371382423221103,1.3940474759439116e-37
PF12172,1,0.06889876092588496,1.4148856013610126e-10
PF12172,2,0.05609382349004568,1.788442469333277e-07
PF12172,3,0.04338170836940959,5.441293263061664e-05
PF12172,4,0.024738907238038187,0.021406449002330793
PF12172,5,-0.011388369016470511,0.28959997225751927
PF12172,6,-0.05553108231842835,2.3707889544087056e-07
PF12172,7,-0.04873543559399896,5.775794064616002e-06
PF12172,8,-0.011000991568245822,0.30631952670798923
PF12172,9,-0.003286163478727696,0.75993217421244
PF12172,10,0.024096729568239668,0.025026248872652035
PF12172,11,0.04740861205805518,1.0296860452176025e-05
