Protein family,Layer,Correlation,P value
PF00699,0,0.19219908980682524,0.0
PF00699,1,0.15177955916077887,0.0
PF00699,2,0.17603399768373176,0.0
PF00699,3,0.1633680764633975,0.0
PF00699,4,0.10742906551296906,3.391397124864301e-220
PF00699,5,0.07345136976954963,1.0773255735094152e-103
PF00699,6,0.04649069237573,1.4230442673248106e-42
PF00699,7,0.027073691078705036,1.7064169036898351e-15
PF00699,8,0.016978316296933246,5.978431459588909e-07
PF00699,9,0.0064183541904936706,0.05916190244836869
PF00699,10,0.0009521925569701083,0.7795230571807177
PF00699,11,0.0020652168500165918,0.5437410052735392
