Protein family,Layer,Correlation,P value
PF10576,0,0.19157891839672045,0.0
PF10576,1,0.12057027812204267,0.0
PF10576,2,0.15378237321004237,0.0
PF10576,3,0.14219125125943124,0.0
PF10576,4,0.13857094888087482,0.0
PF10576,5,0.10372630329563971,0.0
PF10576,6,0.09404278625202654,8.328769873880985e-299
PF10576,7,0.08119008718965069,5.2377376191900655e-223
PF10576,8,0.05887559844722802,4.729125650448858e-118
PF10576,9,0.063822585205667,2.040513400232286e-138
PF10576,10,0.05640152788650254,1.7440611620684924e-108
PF10576,11,0.05643120887228303,1.3465756837074324e-108
