FileName1,FileName2,RF_1,CI_1,RF_2,CI_2,RF_3,CI_3,RF_4,CI_4,RF_5,CI_5,RF_mean,RF_var,CI_mean,CI_var,FileName1_num,FileName2_num,ProteinFamily
PF00484_1,PF00484_sc1,0.819277108433735,0.832569776811503,0.815261044176707,0.84785057245901,0.815261044176707,0.858540805455498,0.867469879518072,0.871592127954878,0.875502008032129,0.880179560535187,0.83855421686747,0.030240723850629227,0.8581465686432151,0.018884987671476,1,1,PF00484
PF00484_2,PF00484_sc2,0.91566265060241,0.94694942021627,0.91566265060241,0.946315818882777,0.951807228915663,0.965590077685708,0.85140562248996,0.902720479658864,0.943775100401606,0.96099573707837,0.9156626506024098,0.039451571695559184,0.944514306704398,0.024858222345359265,2,2,PF00484
PF00484_3,PF00484_sc3,0.791164658634538,0.873219923823577,0.807228915662651,0.868494022520988,0.775100401606426,0.859067264988629,0.803212851405622,0.868675115197009,0.823293172690763,0.885418057348278,0.8,0.01804996389899125,0.8709748767756962,0.009577061931025832,3,3,PF00484
PF00484_4,PF00484_sc4,0.634538152610442,0.737385616476775,0.502008032128514,0.703308145415217,0.530120481927711,0.69410299516879,0.654618473895582,0.764853589041711,0.698795180722892,0.801669245044563,0.6040160642570281,0.08417463745578634,0.7402639182294113,0.04438499367752299,4,4,PF00484
PF00484_5,PF00484_sc5,0.598393574297189,0.744684937179113,0.542168674698795,0.759958587123486,0.493975903614458,0.670500821870424,0.630522088353414,0.781005780212774,0.674698795180723,0.797095062437514,0.5879518072289158,0.07136852411543608,0.7506490377646622,0.04905287895745899,5,5,PF00484
PF00484_6,PF00484_sc6,0.65863453815261,0.80256645487346,0.598393574297189,0.72097313984939,0.534136546184739,0.715837957096071,0.626506024096386,0.766336799775114,0.682730923694779,0.770019442561911,0.6200803212851405,0.05768332243942074,0.7551467588311892,0.03642821515867255,6,6,PF00484
PF00484_7,PF00484_sc7,0.618473895582329,0.748883315984543,0.598393574297189,0.746916764218616,0.566265060240964,0.719542597352556,0.642570281124498,0.774489572691593,0.650602409638554,0.771563710193564,0.6152610441767068,0.034242688750670054,0.7522791920881744,0.02223266677187738,7,7,PF00484
PF00484_8,PF00484_sc8,0.630522088353414,0.737052867789364,0.654618473895582,0.757010155244273,0.57429718875502,0.7132378432,0.662650602409639,0.780167288358196,0.670682730923695,0.763269521713889,0.63855421686747,0.038937187609769816,0.7501475352611443,0.025759771649569194,8,8,PF00484
PF00484_9,PF00484_sc9,0.526104417670683,0.704075244469202,0.666666666666667,0.755890529868994,0.582329317269076,0.733019857392195,0.686746987951807,0.784654515761382,0.690763052208835,0.74563156887203,0.6305220883534136,0.07301067856505149,0.7446543432727605,0.029619441164675773,9,9,PF00484
PF00484_10,PF00484_sc10,0.63855421686747,0.750071573762686,0.674698795180723,0.795271447762529,0.634538152610442,0.74229476248341,0.650602409638554,0.759309554985725,0.771084337349398,0.81244741913374,0.6738955823293173,0.056539566973102334,0.7718789516256179,0.030421148646223625,10,10,PF00484
PF00484_11,PF00484_sc11,0.698795180722892,0.784897303326825,0.70281124497992,0.756128600578669,0.63855421686747,0.739664540720503,0.742971887550201,0.768416280764511,0.783132530120482,0.81168637813464,0.713253012048193,0.054000759241675814,0.7721586207050295,0.02762041604445742,11,11,PF00484
PF00672_0,PF00672_sc0,0.923444976076555,0.927332381953058,0.937799043062201,0.939080756914222,0.92822966507177,0.948743550551175,0.92822966507177,0.948232610243291,0.942583732057416,0.94083305757801,0.9320574162679425,0.007862046279978472,0.9408444714479511,0.008698669830627972,0,0,PF00672
PF00672_1,PF00672_sc1,0.789473684210526,0.840847816421501,0.755980861244019,0.788141499510603,0.741626794258373,0.801204229381668,0.770334928229665,0.812784778682127,0.741626794258373,0.804707400550859,0.7598086124401912,0.0204121808686139,0.8095371449093516,0.01963060639315994,1,1,PF00672
PF00672_2,PF00672_sc2,0.69377990430622,0.740482218497098,0.650717703349282,0.716250778806821,0.641148325358852,0.680987377097063,0.674641148325359,0.703750981591121,0.703349282296651,0.773243648018381,0.6727272727272728,0.026768613838659083,0.7229430008020968,0.03539481976517407,2,2,PF00672
PF00672_3,PF00672_sc3,0.645933014354067,0.753036382811352,0.516746411483254,0.653779979925812,0.588516746411483,0.709810250454228,0.593301435406699,0.743831241978417,0.578947368421053,0.726798543346138,0.5846889952153111,0.04606738718434786,0.7174512797031893,0.039249181691456705,3,3,PF00672
PF00672_4,PF00672_sc4,0.5311004784689,0.666997317179179,0.545454545454545,0.678458519609041,0.636363636363636,0.694923445118269,0.583732057416268,0.708146456293802,0.61244019138756,0.735437536163865,0.5818181818181818,0.04419043019720112,0.6967926548728312,0.026691441821121285,4,4,PF00672
PF00672_5,PF00672_sc5,0.559808612440191,0.633047584705325,0.5311004784689,0.660394797576557,0.593301435406699,0.688087588323631,0.583732057416268,0.677685351372042,0.62200956937799,0.705858999846039,0.5779904306220096,0.0344032115066937,0.6730148643647188,0.027768629877310824,5,5,PF00672
PF00672_6,PF00672_sc6,0.564593301435407,0.643687547487202,0.545454545454545,0.658050375597043,0.607655502392344,0.659816186374051,0.545454545454545,0.624139368906078,0.598086124401914,0.652852070733581,0.5722488038277509,0.029221878439430644,0.6477091098195911,0.01459176803767884,6,6,PF00672
PF00672_7,PF00672_sc7,0.521531100478469,0.595659212974107,0.488038277511962,0.620380795585055,0.483253588516746,0.590528843272408,0.478468899521531,0.575047975596919,0.521531100478469,0.573806632785355,0.4985645933014354,0.02123668997241364,0.5910846920427687,0.018942046473615293,7,7,PF00672
PF00672_8,PF00672_sc8,0.497607655502392,0.677147952572701,0.535885167464115,0.66288551858956,0.526315789473684,0.673353555510608,0.511961722488038,0.607017243997352,0.526315789473684,0.6442510587401,0.5196172248803826,0.014978445782295392,0.6529310658820642,0.02866203227427583,8,8,PF00672
PF00672_9,PF00672_sc9,0.526315789473684,0.625466745855488,0.521531100478469,0.594628414860389,0.521531100478469,0.663559543691057,0.492822966507177,0.583142005970998,0.483253588516746,0.614016444412345,0.5090909090909089,0.019611389025760106,0.6161626309580555,0.03119184246245426,9,9,PF00672
PF00672_10,PF00672_sc10,0.521531100478469,0.623938952033542,0.521531100478469,0.657766900144444,0.545454545454545,0.646969996128382,0.507177033492823,0.642301483384494,0.488038277511962,0.60823070343295,0.5167464114832535,0.021128614512745798,0.6358416070247623,0.019687081538441103,10,10,PF00672
PF00672_11,PF00672_sc11,0.564593301435407,0.633404039749243,0.535885167464115,0.584418832762499,0.54066985645933,0.647184736261528,0.483253588516746,0.610346976779513,0.535885167464115,0.645347660627043,0.5320574162679426,0.029765226822958697,0.6241404492359652,0.026620789743976976,11,11,PF00672
PF00699_0,PF00699_sc0,0.948453608247423,0.972184562431478,0.972508591065292,0.982596799548056,0.958762886597938,0.984688389604419,0.965635738831615,0.970180696233813,0.972508591065292,0.982596799548056,0.9635738831615119,0.0101940872674853,0.9784494494731645,0.00672581759021088,0,0,PF00699
PF00699_1,PF00699_sc1,0.865979381443299,0.909853037926058,0.910652920962199,0.958920643871587,0.910652920962199,0.940898257305803,0.88659793814433,0.916281950491045,0.859106529209622,0.902370140083537,0.8865979381443297,0.024177400823831914,0.925664805935606,0.023551540493740725,1,1,PF00699
PF00699_2,PF00699_sc2,0.790378006872852,0.838616892758855,0.84192439862543,0.844051476504535,0.828178694158076,0.840923999771573,0.838487972508591,0.851361521907187,0.84192439862543,0.863946420771155,0.8281786941580759,0.021869281892367688,0.847780062342661,0.01023535075856477,2,2,PF00699
PF00699_3,PF00699_sc3,0.762886597938144,0.828515902966282,0.70446735395189,0.829315964874836,0.776632302405498,0.837608844389583,0.718213058419244,0.84235360713228,0.690721649484536,0.805793204950325,0.7305841924398624,0.0373765647592541,0.8287175048626612,0.014061663556208763,3,3,PF00699
PF00699_4,PF00699_sc4,0.597938144329897,0.715761020203015,0.560137457044674,0.722224609677509,0.584192439862543,0.765655893133448,0.54639175257732,0.722551380596924,0.56701030927835,0.704855393402523,0.5711340206185568,0.020242854261200073,0.7262096594026838,0.023186460047867057,4,4,PF00699
PF00699_5,PF00699_sc5,0.563573883161512,0.713821744898071,0.508591065292096,0.729109777062182,0.56701030927835,0.729569057989603,0.515463917525773,0.724261131855663,0.512027491408935,0.721182452516641,0.5333333333333332,0.02930044501345997,0.723588832864432,0.006478475457946773,5,5,PF00699
PF00699_6,PF00699_sc6,0.515463917525773,0.684904099716066,0.54639175257732,0.724924134424748,0.556701030927835,0.741464319293774,0.549828178694158,0.697058746816616,0.556701030927835,0.706907187262348,0.5450171821305841,0.017113264052218233,0.7110516975027104,0.022439076264466958,6,6,PF00699
PF00699_7,PF00699_sc7,0.54639175257732,0.745315015851759,0.539518900343643,0.695599748018939,0.515463917525773,0.665445251168087,0.560137457044674,0.682054834936456,0.536082474226804,0.724504726887589,0.5395189003436428,0.016300400310146537,0.7025839153725659,0.032233410623562816,7,7,PF00699
PF00699_8,PF00699_sc8,0.556701030927835,0.761422802829763,0.628865979381443,0.747961441058328,0.553264604810997,0.727708560385067,0.573883161512027,0.770636790454076,0.539518900343643,0.711434596826369,0.570446735395189,0.03487591603124444,0.7438328383107206,0.024261813889495602,8,8,PF00699
PF00699_9,PF00699_sc9,0.625429553264605,0.748840352407265,0.642611683848797,0.746863285570108,0.587628865979381,0.706750673586429,0.621993127147766,0.767456638034938,0.601374570446735,0.745614600652181,0.6158075601374569,0.021515430711338292,0.7431051100501842,0.022180827289598463,9,9,PF00699
PF00699_10,PF00699_sc10,0.649484536082474,0.780364613857424,0.673539518900344,0.786319012917522,0.632302405498282,0.776679766554025,0.639175257731959,0.770945643748192,0.666666666666667,0.799015514021553,0.6522336769759451,0.017589668580164648,0.7826649102197433,0.010713883818376539,10,10,PF00699
PF00699_11,PF00699_sc11,0.584192439862543,0.69656113049533,0.639175257731959,0.777693075969704,0.618556701030928,0.756052186765103,0.618556701030928,0.767691443813047,0.621993127147766,0.757039776066258,0.6164948453608248,0.01997861423195694,0.7510075226218884,0.03168879264553091,11,11,PF00699
PF01951_0,PF01951_sc0,0.973544973544973,0.96657258855015,0.957671957671958,0.946578572813086,0.968253968253968,0.963697342518492,0.968253968253968,0.963697342518492,0.952380952380952,0.951565800410076,0.9640211640211638,0.008694008849288228,0.9584223293620593,0.008794384726842294,0,0,PF01951
PF01951_1,PF01951_sc1,0.894179894179894,0.949788777489663,0.894179894179894,0.932299065680365,0.888888888888889,0.946583506758267,0.878306878306878,0.938470919025453,0.873015873015873,0.893151009097925,0.8857142857142856,0.009611588425706282,0.9320586556103345,0.02280519896299245,1,1,PF01951
PF01951_2,PF01951_sc2,0.798941798941799,0.850456158813252,0.830687830687831,0.879310643122925,0.904761904761905,0.920518617950467,0.825396825396825,0.91027900943487,0.867724867724868,0.907666855544577,0.8455026455026455,0.04122233054133866,0.8936462569732182,0.02857553073336334,2,2,PF01951
PF01951_3,PF01951_sc3,0.735449735449735,0.86014008772591,0.71957671957672,0.850427677033484,0.735449735449735,0.829374354972461,0.772486772486772,0.859519744662948,0.740740740740741,0.783605230968611,0.7407407407407406,0.019440394783993228,0.8366134190726828,0.03213763241161877,3,3,PF01951
PF01951_4,PF01951_sc4,0.703703703703704,0.760938557736238,0.71957671957672,0.801064006389755,0.634920634920635,0.749652930726104,0.708994708994709,0.760031696349889,0.682539682539683,0.781447355267401,0.6899470899470902,0.03358850846159558,0.7706269092938773,0.020551942735932003,4,4,PF01951
PF01951_5,PF01951_sc5,0.693121693121693,0.752996689429156,0.703703703703704,0.739821384463218,0.703703703703704,0.817612878869999,0.756613756613757,0.818483686727024,0.687830687830688,0.732144532012383,0.7089947089947093,0.027492869961410843,0.7722118343003561,0.04250320846924151,5,5,PF01951
PF01951_6,PF01951_sc6,0.661375661375661,0.716071234949393,0.73015873015873,0.784631022281179,0.703703703703704,0.74506592881322,0.682539682539683,0.726341935435293,0.671957671957672,0.714527189499078,0.68994708994709,0.027390855249830297,0.7373274621956326,0.029111304043024172,6,6,PF01951
PF01951_7,PF01951_sc7,0.666666666666667,0.730350164849559,0.740740740740741,0.823001878379554,0.62962962962963,0.731184413521468,0.682539682539683,0.705988669166603,0.62962962962963,0.692441904128393,0.6698412698412701,0.04591300137548493,0.7365934060091155,0.05104082775784382,7,7,PF01951
PF01951_8,PF01951_sc8,0.677248677248677,0.730343368353863,0.698412698412698,0.73688818559427,0.62962962962963,0.688294818058487,0.698412698412698,0.748372978370184,0.645502645502645,0.727415445808032,0.6698412698412696,0.03121244699206884,0.7262629592369672,0.022700804444016242,8,8,PF01951
PF01951_9,PF01951_sc9,0.656084656084656,0.744040511331441,0.703703703703704,0.737832923844092,0.677248677248677,0.76379205309915,0.724867724867725,0.769524773662711,0.708994708994709,0.760257291774459,0.6941798941798942,0.027339705148706598,0.7550895107423706,0.013515613186302981,9,9,PF01951
PF01951_10,PF01951_sc10,0.698412698412698,0.81972857068129,0.71957671957672,0.745498035526713,0.682539682539683,0.75737351137129,0.751322751322751,0.757078694425145,0.714285714285714,0.736361583053678,0.7132275132275132,0.025758013639445482,0.7632080790116232,0.032789317997622455,10,10,PF01951
PF01951_11,PF01951_sc11,0.677248677248677,0.777879286060547,0.746031746031746,0.795189124488996,0.698412698412698,0.783158555837424,0.735449735449735,0.780675874135337,0.724867724867725,0.794074803182475,0.7164021164021162,0.0281469546630062,0.7861955287409558,0.007934377951445113,11,11,PF01951
PF03147_0,PF03147_sc0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,PF03147
PF03147_1,PF03147_sc1,0.946236559139785,0.957593971995129,0.903225806451613,0.910495807762105,0.817204301075269,0.892695420598281,0.924731182795699,0.922854527601004,0.903225806451613,0.923503303467264,0.8989247311827958,0.04903980323007041,0.9214286062847566,0.023766538137655793,1,1,PF03147
PF03147_2,PF03147_sc2,0.709677419354839,0.821498724505175,0.78494623655914,0.834514178067555,0.774193548387097,0.830063861880054,0.78494623655914,0.833595344602328,0.709677419354839,0.784134957105044,0.752688172043011,0.039507899077148,0.8207614132320312,0.0211093865509128,2,2,PF03147
PF03147_3,PF03147_sc3,0.580645161290323,0.728701530491707,0.602150537634409,0.724715973440204,0.698924731182796,0.788635993498909,0.645161290322581,0.760049441426181,0.602150537634409,0.742017431967283,0.6258064516129036,0.04711591892517554,0.7488240741648567,0.026188954988918066,3,3,PF03147
PF03147_4,PF03147_sc4,0.698924731182796,0.814622143385183,0.56989247311828,0.640771984401597,0.580645161290323,0.676762802871416,0.612903225806452,0.671387828255393,0.56989247311828,0.7212537888633,0.6064516129032261,0.05461688214709799,0.7049597095553778,0.06770071497951645,4,4,PF03147
PF03147_5,PF03147_sc5,0.516129032258065,0.711438384259367,0.56989247311828,0.64293051304574,0.53763440860215,0.640410504922063,0.580645161290323,0.696035151989847,0.559139784946237,0.675039313163804,0.552688172043011,0.025895902319983555,0.6731707734761642,0.031537239206502594,5,5,PF03147
PF03147_6,PF03147_sc6,0.505376344086022,0.605449333915071,0.451612903225806,0.594361495068359,0.516129032258065,0.641560340308031,0.505376344086022,0.659727448531241,0.408602150537634,0.561245499589932,0.4774193548387098,0.045998386314425044,0.6124688234825268,0.03898933020518362,6,6,PF03147
PF03147_7,PF03147_sc7,0.516129032258065,0.643882084866537,0.43010752688172,0.559925099418133,0.548387096774194,0.692515637468622,0.483870967741935,0.617436418856752,0.43010752688172,0.597142650547869,0.4817204301075268,0.05234693094468034,0.6221803782315826,0.04985761090612283,7,7,PF03147
PF03147_8,PF03147_sc8,0.559139784946237,0.721415257574678,0.516129032258065,0.703494855437717,0.602150537634409,0.720271178676444,0.53763440860215,0.660560111177971,0.408602150537634,0.584466352505778,0.524731182795699,0.0722913389848244,0.6780415510745176,0.05782389016228652,8,8,PF03147
PF03147_9,PF03147_sc9,0.580645161290323,0.744410903473958,0.505376344086022,0.63992499213279,0.623655913978495,0.743986799024605,0.559139784946237,0.717010636170863,0.440860215053763,0.681153502797151,0.541935483870968,0.07075562957575124,0.7052973667198734,0.04477838522931546,9,9,PF03147
PF03147_10,PF03147_sc10,0.451612903225806,0.644116899715866,0.440860215053763,0.601982731701631,0.473118279569892,0.59934657616685,0.43010752688172,0.601142263022237,0.494623655913978,0.648188362221142,0.45806451612903176,0.025895902319983406,0.6189553665655453,0.0248875091082011,10,10,PF03147
PF03147_11,PF03147_sc11,0.612903225806452,0.772675708139371,0.591397849462366,0.676426791274233,0.53763440860215,0.677965625220925,0.505376344086022,0.672757967493523,0.526881720430108,0.633211063837575,0.5548387096774196,0.04536564109619142,0.6866074311931254,0.05154865232877198,11,11,PF03147
PF03463_0,PF03463_sc0,0.99163179916318,0.988209843891794,0.99163179916318,0.988209843891794,0.97907949790795,0.983775500027245,1.0,1.0,0.99163179916318,0.988209843891794,0.990794979079498,0.0074847463682000525,0.9896810063405255,0.006079670875387574,0,0,PF03463
PF03463_1,PF03463_sc1,0.887029288702929,0.920365525037206,0.857740585774059,0.911226406636156,0.891213389121339,0.935722388269301,0.916317991631799,0.944906275304581,0.870292887029289,0.908206191036401,0.884518828451883,0.022258470423883254,0.9240853572567289,0.01581351322286952,1,1,PF03463
PF03463_2,PF03463_sc2,0.878661087866109,0.935362067282366,0.882845188284519,0.92665386830961,0.845188284518828,0.906453194445035,0.895397489539749,0.929206143483372,0.845188284518828,0.90758924884008,0.8694560669456066,0.02299352579754687,0.9210529044720926,0.013200566261213293,2,2,PF03463
PF03463_3,PF03463_sc3,0.769874476987448,0.877488973108415,0.740585774058577,0.817043109595698,0.757322175732218,0.849563574783233,0.782426778242678,0.861270433389807,0.744769874476987,0.848334938550616,0.7589958158995815,0.017403041291285205,0.8507402058855538,0.02218696863761149,3,3,PF03463
PF03463_4,PF03463_sc4,0.711297071129707,0.837204234312065,0.757322175732218,0.84720109293492,0.715481171548117,0.824391074869069,0.748953974895398,0.848843707815076,0.677824267782427,0.80631022410744,0.7221757322175735,0.03194746304405218,0.832790066807714,0.017724327021112908,4,4,PF03463
PF03463_5,PF03463_sc5,0.635983263598326,0.803202430513414,0.673640167364017,0.829133184035144,0.757322175732218,0.858043664033716,0.690376569037657,0.823377903598881,0.665271966527197,0.795200394409244,0.684518828451883,0.04521926723382884,0.8217915153180797,0.024613394721637705,5,5,PF03463
PF03463_6,PF03463_sc6,0.669456066945607,0.833159394099456,0.661087866108787,0.838634103015361,0.723849372384937,0.858896883308214,0.715481171548117,0.856368559775459,0.661087866108787,0.831573577613221,0.686192468619247,0.030888751172036072,0.8437265035623422,0.012992805333971352,6,6,PF03463
PF03463_7,PF03463_sc7,0.694560669456067,0.864725499614217,0.682008368200837,0.830010326542815,0.690376569037657,0.790362261913344,0.740585774058577,0.857060011395777,0.682008368200837,0.811405121657663,0.697907949790795,0.02446893977776283,0.8307126442247632,0.031034195329794127,7,7,PF03463
PF03463_8,PF03463_sc8,0.707112970711297,0.851041896878844,0.723849372384937,0.872978278409545,0.656903765690377,0.836583271783795,0.732217573221757,0.857685001096459,0.711297071129707,0.871704012052255,0.706276150627615,0.029348414923430953,0.8579984920441796,0.015160305322726875,8,8,PF03463
PF03463_9,PF03463_sc9,0.665271966527197,0.789425292300826,0.744769874476987,0.883104872561093,0.690376569037657,0.819947339214036,0.786610878661088,0.871429545703632,0.682008368200837,0.864883480322482,0.7138075313807531,0.05043533457842384,0.8457581060204138,0.03955744339990361,9,9,PF03463
PF03463_10,PF03463_sc10,0.594142259414226,0.754569749283708,0.786610878661088,0.885349337307617,0.740585774058577,0.843606827623716,0.803347280334728,0.887328433523458,0.635983263598326,0.79028183699742,0.712133891213389,0.0927323526506783,0.8322272369471839,0.05868921634754358,10,10,PF03463
PF03463_11,PF03463_sc11,0.564853556485356,0.746875944039383,0.707112970711297,0.877980402560788,0.740585774058577,0.861861779155806,0.799163179916318,0.870693255878337,0.673640167364017,0.825823641479439,0.697071129707113,0.08724626958311858,0.8366470046227505,0.05403556785213364,11,11,PF03463
PF04972_0,PF04972_sc0,0.948148148148148,0.966458210600541,0.992592592592593,0.995717380278688,0.992592592592593,0.995717380278688,0.948148148148148,0.966458210600541,0.992592592592593,0.995717380278688,0.974814814814815,0.02434322477800772,0.9840137124074291,0.016025907246592228,0,0,PF04972
PF04972_1,PF04972_sc1,0.822222222222222,0.856669581754742,0.814814814814815,0.859529644309587,0.962962962962963,0.972471945288249,0.837037037037037,0.904903721549914,0.814814814814815,0.87898272819385,0.8503703703703703,0.06359163268543631,0.8945115242192685,0.047651634431871225,1,1,PF04972
