Protein family,Layer,Correlation,P value
PF01951,0,0.09505503187204305,9.69396329719245e-75
PF01951,1,-0.0033694959004874486,0.5176817068613622
PF01951,2,0.011446613847074995,0.027967116819928466
PF01951,3,0.10048214413811793,2.432797026423758e-83
PF01951,4,0.08322935600607002,1.136864754856661e-57
PF01951,5,0.09886801872866274,9.876438059469237e-81
PF01951,6,0.09120281691324195,6.278908971110683e-69
PF01951,7,0.0870234464791608,6.732858126992643e-63
PF01951,8,0.07306075082473067,8.155372546285722e-45
PF01951,9,0.12002838509980743,2.4028924222590867e-118
PF01951,10,0.14352389361001272,7.145822615788767e-169
PF01951,11,0.15623704064301377,4.079745480137193e-200
