Protein family,Layer,Correlation,P value
PF04972,0,0.19485303969594792,2.6330348367127664e-162
PF04972,1,0.14774188350528783,2.169476802342621e-93
PF04972,2,0.12310207632078747,3.385788430070042e-65
PF04972,3,0.11219944657501739,2.1212604617053497e-54
PF04972,4,0.0671500893001448,1.7501356882244554e-20
PF04972,5,0.035593564465767134,8.962640086537741e-07
PF04972,6,0.015461364931766749,0.03287096407978056
PF04972,7,0.0034045355029425992,0.6385004712158152
PF04972,8,-0.0011360025179195008,0.8754354896693146
PF04972,9,-0.004383401244597144,0.5452636692011523
PF04972,10,-0.005474069291019211,0.4500224282418386
PF04972,11,-0.005655569589455446,0.4351415726407404
