Protein family,Layer,Correlation,P value
PF13466,0,0.17020368088889937,2.149121994443953e-20
PF13466,1,0.20413104743103822,8.398583182067636e-29
PF13466,2,0.15531144769285984,3.3276539737280127e-17
PF13466,3,0.09012150200120786,1.0914202777576786e-06
PF13466,4,0.062072909603543586,0.0007972890567207404
PF13466,5,0.030646192619357637,0.09801104957558558
PF13466,6,0.011426433824003544,0.5373778617250897
PF13466,7,-0.051935201338584785,0.005028668375496151
PF13466,8,-0.10183228380870439,3.569704777394563e-08
PF13466,9,-0.0743135241944354,5.9002631177577924e-05
PF13466,10,-0.06081449411989866,0.0010175966314886276
PF13466,11,-0.021851314410416253,0.23815699761471698
