Protein family,Layer,Correlation,P value
PF10576,0,0.1872062706511418,0.0
PF10576,1,0.11216516386057516,0.0
PF10576,2,0.14644302212907523,0.0
PF10576,3,0.13665480885753573,0.0
PF10576,4,0.13017765708265494,0.0
PF10576,5,0.09601861146706928,0.0
PF10576,6,0.09120593071789503,4.177749991435171e-281
PF10576,7,0.07304347296686166,8.74700139779633e-181
PF10576,8,0.05195171748963485,2.5859237951472642e-92
PF10576,9,0.05426450421432287,1.4918876075786098e-100
PF10576,10,0.040801284763161735,1.2647641835176854e-57
PF10576,11,0.03479303115225364,2.2256989227976642e-42
