Protein family,Layer,Correlation,P value
PF04972,0,0.22653715710951958,3.694909793360334e-220
PF04972,1,0.15145682143344816,4.211240461280188e-98
PF04972,2,0.11536177023166258,1.995286275443745e-57
PF04972,3,0.1301819778392849,9.326768060420893e-73
PF04972,4,0.14510160191911547,4.085764685490521e-90
PF04972,5,0.09271048350476492,1.2535801291056524e-37
PF04972,6,0.025951008417314358,0.0003414869298050266
PF04972,7,-0.03348944611826496,3.7907566093114365e-06
PF04972,8,-0.060056535835198564,1.0881819801524162e-16
PF04972,9,-0.057766463922759616,1.4883091139126224e-15
PF04972,10,-0.06798446605009971,5.8811497614869e-21
PF04972,11,-0.03611611996215677,6.185815717554359e-07
