Protein family,Layer,Correlation,P value
PF03463,0,0.05161879158517895,7.482627810302239e-36
PF03463,1,0.040188231716709245,2.2619986161688515e-22
PF03463,2,0.06700566460814902,2.9340593394351146e-59
PF03463,3,0.043571666012234514,5.1270846516136185e-26
PF03463,4,-0.007652938183925818,0.0640260199671935
PF03463,5,-0.039091831242576126,2.97410510533164e-21
PF03463,6,-0.041884030572148574,3.664669479686541e-24
PF03463,7,-0.044412157864135805,5.74781364239913e-27
PF03463,8,-0.04117169111412034,2.1135159656407625e-23
PF03463,9,-0.043506803708952935,6.059926427382785e-26
PF03463,10,-0.039379934343179955,1.5215819160653887e-21
PF03463,11,-0.03549409727912199,8.539747553804799e-18
