Protein family,Layer,Correlation,P value
PF13377,0,0.2802920270004202,1.8826778611175454e-79
PF13377,1,0.28070560662585214,1.0865339146321272e-79
PF13377,2,0.269221884995075,3.261741483917517e-73
PF13377,3,0.26380239976997294,2.8989319467507085e-70
PF13377,4,0.22201193180951687,8.821078455566276e-50
PF13377,5,0.1736304714044852,7.905720409045402e-31
PF13377,6,0.14437803153432674,1.004590166248097e-21
PF13377,7,0.12330797370272623,3.156943532281427e-16
PF13377,8,0.10117648599902081,2.1877323138201478e-11
PF13377,9,0.07832482436195355,2.2680587180929745e-07
PF13377,10,0.08504705153183437,1.8910758804067057e-08
PF13377,11,0.12105332875114594,1.0860376592658344e-15
