Protein family,Layer,Head,Correlation,P-value
PF12172,0,0,-0.02328774602922756,0.03033098162431837
PF12172,0,1,-0.21506168539643236,4.81032284211143e-91
PF12172,0,2,-0.1226968009340746,2.285993283370331e-30
PF12172,0,3,-0.14404930632539692,2.515653985500701e-41
PF12172,0,4,0.08056077600198244,6.224674338164819e-14
PF12172,0,5,0.041974864469273086,9.42959158458561e-05
PF12172,0,6,-0.06701099764853481,4.4282029461849815e-10
PF12172,0,7,-0.26041005709513476,4.599924026080094e-134
PF12172,0,8,-0.2336895190508713,1.3079631016346315e-107
PF12172,0,9,-0.07967021505872861,1.1707127602251146e-13
PF12172,0,10,-0.27062054175980654,4.928359686991833e-145
PF12172,0,11,-0.19616918407854686,9.022719168528283e-76
PF12172,1,0,-0.06416365375816781,2.3362802058993903e-09
PF12172,1,1,-0.11088621873840057,4.509890542439878e-25
PF12172,1,2,-0.03966575004863965,0.00022440076053480224
PF12172,1,3,-0.24855206399501312,6.315036259399525e-122
PF12172,1,4,-0.2910273535187211,1.9722724028878785e-168
PF12172,1,5,-0.21523232952679278,3.4456229386364724e-91
PF12172,1,6,-0.1707620132226185,1.3583446011946195e-57
PF12172,1,7,-0.10223872400151575,1.545613457401215e-21
PF12172,1,8,-0.24478551582131486,3.327340809405394e-118
PF12172,1,9,-0.07157769456712328,2.6590755826868738e-11
PF12172,1,10,0.004549940711978608,0.6722328689868828
PF12172,1,11,-0.33846570169362034,8.875198528307507e-231
PF12172,2,0,-0.018960899373823527,0.0778554223078596
PF12172,2,1,-0.37053713369574226,1.1456291951717323e-279
PF12172,2,2,0.015099910892787883,0.1602685931797422
PF12172,2,3,-0.1689293821774931,2.194256298149065e-56
PF12172,2,4,-0.15996516121340934,1.134143860492908e-50
PF12172,2,5,0.17950654002385202,1.507280099875658e-63
PF12172,2,6,-0.1035269057166762,4.794560846140363e-22
PF12172,2,7,-0.10170970523336074,2.488983398797025e-21
PF12172,2,8,-0.2185716871644425,4.745396047539298e-94
PF12172,2,9,-0.08714155690769089,4.722139468803059e-16
PF12172,2,10,-0.23806537262588134,1.0093610752328592e-111
PF12172,2,11,-0.12046746333608217,2.512286096664286e-29
PF12172,3,0,-0.12662121189517342,3.0159689380506835e-32
PF12172,3,1,0.03403915600857319,0.0015449693021055346
PF12172,3,2,-0.07809420319613535,3.520599221961272e-13
PF12172,3,3,0.048495540276199234,6.419250349811416e-06
PF12172,3,4,-0.2836147664908633,1.0569963995771057e-159
PF12172,3,5,-0.19085478372646636,9.538196845762846e-72
PF12172,3,6,-0.19309098907511507,1.9980908135182625e-73
PF12172,3,7,-0.10841439799236885,4.9430836422511045e-24
PF12172,3,8,0.06763402849944807,3.0490180834340404e-10
PF12172,3,9,-0.07586491324551298,1.610799615739663e-12
PF12172,3,10,-0.1800374725921623,6.404922646922757e-64
PF12172,3,11,0.13680167830693732,2.097780766363192e-37
PF12172,4,0,-0.1986636854659676,1.0605730790925044e-77
PF12172,4,1,-0.14379380968203853,3.486774545135212e-41
PF12172,4,2,-0.12233868055663333,3.369817637839539e-30
PF12172,4,3,-0.17717305786340262,6.280191068213776e-62
PF12172,4,4,-0.1514025478030035,1.6176621761591278e-45
