Protein family,Layer,Correlation,P value
PF07498,0,0.09967457748686503,2.729338229192802e-25
PF07498,1,0.11206045218704841,1.4376799116045435e-31
PF07498,2,0.09258683281689498,4.980821324897646e-22
PF07498,3,0.10980179697072404,2.279091308890126e-30
PF07498,4,0.13302495097264663,6.812681361667094e-44
PF07498,5,0.1104630445515119,1.0208791744758e-30
PF07498,6,0.07803515297766028,4.3963709217860713e-16
PF07498,7,0.06722235760605517,2.592095118361399e-12
PF07498,8,0.07007955119924601,2.955642167936519e-13
PF07498,9,0.11081465591377077,6.647356583902951e-31
PF07498,10,0.14009255794290584,1.5563255764623636e-48
PF07498,11,0.17404708239536543,2.5693782216388946e-74
