Protein family,Layer,Correlation,P value
PF12172,0,0.11635783421780294,1.8551179987420612e-27
PF12172,1,0.11773479406811105,4.463714265622074e-28
PF12172,2,0.13540719689707434,1.128118241859459e-36
PF12172,3,0.11825119154695211,2.6048181353281737e-28
PF12172,4,0.099289912792965,2.132206001941574e-20
PF12172,5,0.0718367600595008,2.2547702681568523e-11
PF12172,6,0.05384825009642889,5.420452816891872e-07
PF12172,7,0.04645531770145491,1.5458372696051904e-05
PF12172,8,0.05282478679039826,8.85891501852026e-07
PF12172,9,0.04542081976048069,2.3819228287960035e-05
PF12172,10,0.04218765478037041,8.686241798711738e-05
PF12172,11,0.05766294782193084,8.034853015537372e-08
