Protein family,Layer,Correlation,P value
PF12872,0,0.2045146218712335,5.005028333424571e-159
PF12872,1,0.16110302538527743,1.2222937553885895e-98
PF12872,2,0.1521388144889519,4.727879199836968e-88
PF12872,3,0.12033854953542583,1.5139552089227147e-55
PF12872,4,0.07371106149703845,8.409397392510002e-22
PF12872,5,0.0526667359844246,7.337455920656638e-12
PF12872,6,0.04771823467539299,5.41958534067076e-10
PF12872,7,0.03859052228581345,5.213995665024368e-07
PF12872,8,0.04127426619381706,7.981565899460468e-08
PF12872,9,0.05218704617131968,1.1335254565353873e-11
PF12872,10,0.047060248092816025,9.312376813997156e-10
PF12872,11,0.04163215838605419,6.158828601078487e-08
