Protein family,Layer,Head,Correlation,P-value
PF04972,0,0,-0.11177399085526704,5.336470812536772e-54
PF04972,0,1,-0.30328822597552996,0.0
PF04972,0,2,-0.2578532596870061,7.255331495396102e-287
PF04972,0,3,-0.36076974107118953,0.0
PF04972,0,4,-0.1212878697548299,2.495562700359148e-63
PF04972,0,5,-0.16753231051603107,6.642819966916435e-120
PF04972,0,6,-0.3494065254445512,0.0
PF04972,0,7,-0.36082631880574256,0.0
PF04972,0,8,-0.351288727406451,0.0
PF04972,0,9,-0.16147841296090856,2.010737324999515e-111
PF04972,0,10,0.08475641259061831,1.0466575877703157e-31
PF04972,0,11,-0.3241092047860347,0.0
PF04972,1,0,-0.04365957612210731,1.6651527210107348e-09
PF04972,1,1,-0.2371925962609426,9.0054568227662e-242
PF04972,1,2,0.01735329188752084,0.01663045844259688
PF04972,1,3,-0.3026587683042585,0.0
PF04972,1,4,-0.17480611804817714,1.5727410437516922e-130
PF04972,1,5,-0.19290045018856503,4.761413929265164e-159
PF04972,1,6,-0.15069470756282763,3.9901961639368787e-97
PF04972,1,7,-0.17657245335551935,3.501218271999358e-133
PF04972,1,8,-0.16082492795441045,1.5820771431841986e-110
PF04972,1,9,-0.09546217503643775,8.422437893110488e-40
PF04972,1,10,-0.047051491687483,8.233177374849173e-11
PF04972,1,11,-0.2529911811221883,7.177109227624732e-276
PF04972,2,0,-0.28863230680153823,0.0
PF04972,2,1,-0.33654763998401466,0.0
PF04972,2,2,-0.1548588475515894,1.5933624863812707e-102
PF04972,2,3,-0.0705183139447739,1.9759540532472414e-22
PF04972,2,4,-0.15191862976742912,1.0718723691235707e-98
PF04972,2,5,-0.07605665957380602,7.740125566117146e-26
PF04972,2,6,-0.32357438424851875,0.0
PF04972,2,7,-0.23116426376441634,2.0784501820683404e-229
PF04972,2,8,-0.30470738485880405,0.0
PF04972,2,9,-0.21427148984966363,1.2329372622643726e-196
PF04972,2,10,-0.3196296155594568,0.0
PF04972,2,11,-0.08312810673015565,1.4671743080500864e-30
PF04972,3,0,-0.15194866616651626,9.804515088790331e-99
PF04972,3,1,0.0249578491635801,0.0005721301825830851
PF04972,3,2,-0.18920164951310592,5.642752938985181e-153
PF04972,3,3,-0.0958466325816313,4.137897503555104e-40
PF04972,3,4,-0.38329328686403863,0.0
PF04972,3,5,-0.2847157290957228,0.0
PF04972,3,6,-0.2389380740145486,2.0343900896860086e-245
PF04972,3,7,-0.1614022814852406,2.5581223426984983e-111
PF04972,3,8,0.054455993866600653,5.4770461586936074e-14
PF04972,3,9,-0.06757871198300289,1.001147189619769e-20
PF04972,3,10,-0.2597501557778121,3.2077949187039845e-291
PF04972,3,11,-0.15591182150055063,6.498641530743378e-104
PF04972,4,0,-0.17480615404076894,1.5725463683833673e-130
PF04972,4,1,0.0258393832721753,0.0003622002271563351
PF04972,4,2,-0.21127723361865508,4.1268047865376335e-191
PF04972,4,3,-0.27298489015014354,0.0
PF04972,4,4,-0.16908641254580764,3.9097719254528134e-122
PF04972,4,5,-0.2428922605464424,8.66613607680009e-254
PF04972,4,6,-0.22339141737809537,5.470700504553852e-214
PF04972,4,7,-0.07423180672476429,1.0953864879212941e-24
PF04972,4,8,-0.0954251084716682,9.01841698882941e-40
PF04972,4,9,-0.2418361620655977,1.5437062385882842e-251
PF04972,4,10,-0.22006051329628568,1.472435165117136e-207
PF04972,4,11,-0.13092936247996076,1.4006698583635198e-73
PF04972,5,0,-0.07016321735529389,3.202684441896151e-22
PF04972,5,1,-0.15992007159233496,2.7127997148672413e-109
PF04972,5,2,-0.17979821553770683,4.23775121555431e-138
PF04972,5,3,-0.15252457995884147,1.7681885567638476e-99
PF04972,5,4,-0.18965665773885204,1.025957275875347e-153
PF04972,5,5,-0.05733078753227621,2.4205788522104622e-15
PF04972,5,6,-0.15939817870251802,1.3865651400169225e-108
PF04972,5,7,-0.1632245261168775,7.778016909791613e-114
PF04972,5,8,-0.11442561717838162,1.6028869993835794e-56
PF04972,5,9,-0.19419317070531195,3.3510938946203606e-161
PF04972,5,10,-0.08189175314687809,1.0526730978465089e-29
PF04972,5,11,-0.12890520219279955,2.318177667229052e-71
PF04972,6,0,-0.20235072630796985,3.837215536479252e-175
PF04972,6,1,-0.13714076009126025,1.3040263577602046e-80
