Protein family,Layer,Correlation,P value
PF10114,0,0.346117767441048,0.0
PF10114,1,0.4074959893377845,0.0
PF10114,2,0.36367030739908895,0.0
PF10114,3,0.2906865903983565,0.0
PF10114,4,0.23205335004090796,0.0
PF10114,5,0.18686935947937175,7.314533681779633e-296
PF10114,6,0.14905794211462955,8.361489056174834e-188
PF10114,7,0.09472233889882335,1.6561272820285636e-76
PF10114,8,0.08172686852522797,2.3162526765335996e-57
PF10114,9,0.08479703925840881,1.2536411766833533e-61
PF10114,10,0.08399323621848677,1.7002837671781772e-60
PF10114,11,0.07355880013359564,8.837783776053275e-47
