Protein family,Layer,Correlation,P value
PF00672,0,0.10534608439747803,4.3947369009447184e-111
PF00672,1,0.08256929566136727,7.861759732750933e-69
PF00672,2,0.09495787245266932,1.5875499654016848e-90
PF00672,3,0.08700332184638838,3.0343180402638415e-76
PF00672,4,0.07697145482378334,4.980992664677229e-60
PF00672,5,0.07361871598020803,4.697301923498476e-55
PF00672,6,0.05394850495941071,2.4881847634727266e-30
PF00672,7,0.054742282788931874,3.5088405846748362e-31
PF00672,8,0.04986887027680751,3.7495946783045564e-26
PF00672,9,0.05055760563011299,7.787827634836887e-27
PF00672,10,0.04166056699522666,9.95354457221983e-19
PF00672,11,0.04506738681766461,1.1904153063656082e-21
