Protein family,Layer,Correlation,P value
PF12172,0,0.13323366986626659,1.4990284669438737e-35
PF12172,1,0.06836591434489503,1.9585273110215407e-10
PF12172,2,0.049844379211616024,3.5223955484350474e-06
PF12172,3,0.030394696637387024,0.004699347075998146
PF12172,4,-0.007430689564943805,0.4895882991414998
PF12172,5,-0.017760275407017006,0.09861670414634052
PF12172,6,-0.02846911834448293,0.00810217622200016
PF12172,7,0.013314608335771076,0.21566620059420963
PF12172,8,0.06119117881012167,1.2315928634956282e-08
PF12172,9,0.07415034672516593,5.038354278173962e-12
PF12172,10,0.13103898489493226,1.955805330134844e-34
PF12172,11,0.17974552225779675,1.0257418799512333e-63
