Protein family,Layer,Correlation,P value
PF00066,0,0.2181755915713367,1.0478603305685389e-116
PF00066,1,0.17448466592515366,1.0949510680938835e-74
PF00066,2,0.16047651093534246,2.5847416847185794e-63
PF00066,3,0.13226823234989823,2.068359583014015e-43
PF00066,4,0.08589800065181893,3.590335444096797e-19
PF00066,5,0.044297385586128384,4.052767067854832e-06
PF00066,6,0.021691710909693095,0.02407422528230419
PF00066,7,0.006184375910003519,0.5201547320540637
PF00066,8,0.0049051147768496275,0.6099981861494586
PF00066,9,0.008967869288722823,0.3510423574140613
PF00066,10,0.011739274732954986,0.22216723428449775
PF00066,11,0.008888136290687028,0.3553418049081267
