Protein family,Layer,Head,Correlation,P-value
PF14317,0,0,0.023049108241677337,0.0011534347902848422
PF14317,0,1,-0.16365956038175572,2.1965743879416417e-119
PF14317,0,2,-0.1536965185733677,2.3463827524858557e-105
PF14317,0,3,-0.08118855599610006,1.959459541715406e-30
PF14317,0,4,0.15612004288208645,1.1035075060337448e-108
PF14317,0,5,-0.08014226227505421,1.0742602771595055e-29
PF14317,0,6,0.0049607199565170615,0.48428844446417707
PF14317,0,7,-0.12991076482637445,1.4603819341502119e-75
PF14317,0,8,-0.14379245318015973,2.5451589235263885e-92
PF14317,0,9,-0.15195209095747794,5.394440671835957e-103
PF14317,0,10,-0.0026767466124912502,0.705877691225109
PF14317,0,11,-0.11595809638085872,1.777984517153109e-60
PF14317,1,0,-0.08889542801994736,3.5778248104630367e-36
PF14317,1,1,0.061651086513157476,3.303283392092255e-18
PF14317,1,2,-0.15161362521927574,1.5377746361340763e-102
PF14317,1,3,-0.08095121367880571,2.8880506199383016e-30
PF14317,1,4,-0.1900316991579031,5.072810010580891e-161
PF14317,1,5,-0.1695183086526198,4.568430774144626e-128
PF14317,1,6,-0.18607932156515133,2.3254226788464983e-154
PF14317,1,7,-0.13736525070108171,2.4171031566555103e-84
PF14317,1,8,-0.2168418339445084,3.293979123345017e-210
PF14317,1,9,-0.11738198180469396,6.175355748596272e-62
PF14317,1,10,0.07814500729360693,2.6012125965017237e-28
PF14317,1,11,-0.13013362612478768,8.114408294416146e-76
PF14317,2,0,-0.05586004694927852,3.223739528109996e-15
PF14317,2,1,-0.16055555500648008,6.477831232790179e-115
PF14317,2,2,-0.18169840721819072,3.760993059689476e-147
PF14317,2,3,-0.1466573499140383,5.343846192788793e-96
PF14317,2,4,-0.2227495968221659,5.3270596858749344e-222
PF14317,2,5,0.21945458863506007,2.2178057448365774e-215
PF14317,2,6,-0.11012199722885799,1.1002157496519625e-54
PF14317,2,7,-0.15727418056530793,2.747558169258522e-110
PF14317,2,8,-0.1812323736503024,2.1448068954586705e-146
PF14317,2,9,0.006922011693669962,0.3290872739893633
PF14317,2,10,-0.13743866622876405,1.9692473868506683e-84
PF14317,2,11,-0.3172039455564132,0.0
PF14317,3,0,-0.11273635065364367,3.052956499729868e-57
PF14317,3,1,-0.12814532811686413,1.4800130799618217e-73
PF14317,3,2,-0.12074705250142856,1.8607244151948855e-65
PF14317,3,3,0.1169757172955229,1.6176113179386795e-61
PF14317,3,4,-0.17038282926354487,2.2458369490929524e-129
PF14317,3,5,-0.153865485525569,1.380900040385711e-105
PF14317,3,6,-0.0942247503525949,1.906853763277927e-40
PF14317,3,7,-0.20513733894292988,7.181284375021181e-188
PF14317,3,8,-0.02701508683235842,0.00013920139124266263
PF14317,3,9,-0.19019623661862056,2.65881769553564e-161
PF14317,3,10,-0.2011785095023697,1.27970369727857e-180
PF14317,3,11,-0.08983120603711978,6.627633456715065e-37
PF14317,4,0,-0.17742477938049994,2.7003026082135247e-140
PF14317,4,1,-0.017220811068956603,0.015175574409854614
PF14317,4,2,-0.1741558465286907,3.620731018716595e-135
PF14317,4,3,-0.22825806400610854,2.61260421873358e-233
PF14317,4,4,-0.24358635600860873,2.118008475178391e-266
PF14317,4,5,-0.15312002068322042,1.4254590868743048e-104
PF14317,4,6,-0.18771938441044697,4.1741125450832204e-157
PF14317,4,7,0.05097410757732779,6.404935724888842e-13
PF14317,4,8,-0.22175299863687645,5.495914938800927e-220
PF14317,4,9,-0.1785648784822165,4.162339286256403e-142
PF14317,4,10,-0.20781013735209583,7.481813495567576e-193
PF14317,4,11,-0.1551899949402137,2.119397989888859e-107
PF14317,5,0,0.1337893196237346,4.5567211311087595e-80
PF14317,5,1,0.008017488442250248,0.2583022567364079
PF14317,5,2,-0.14913532209415514,3.0611069904880404e-99
PF14317,5,3,-0.08575039379851689,9.084303402070196e-34
PF14317,5,4,-0.22316182313582195,7.775083328411135e-223
PF14317,5,5,0.0008543628186781224,0.904120661307729
PF14317,5,6,-0.15096094242716332,1.1513442661096631e-101
PF14317,5,7,-0.12459277416598337,1.3216004131769787e-69
PF14317,5,8,-0.020805110198238844,0.0033499786150328384
PF14317,5,9,-0.16197452857011396,6.015863926751675e-117
PF14317,5,10,-0.10427086954013802,3.4912815669691005e-49
PF14317,5,11,-0.0020260511924903397,0.7751419530945026
PF14317,6,0,-0.15566806022451657,4.650490411928052e-108
PF14317,6,1,-0.0653874623699495,2.7335005783672186e-20
PF14317,6,2,-0.17747084616234596,2.2826158073623284e-140
PF14317,6,3,-0.03837679613243606,6.205307252290734e-08
PF14317,6,4,-0.13810609226975903,3.0407930679515895e-85
PF14317,6,5,-0.27277596715599917,0.0
PF14317,6,6,-0.2166051928763573,9.611298464897503e-210
PF14317,6,7,-0.12086677456919012,1.388478209128183e-65
PF14317,6,8,-0.17815205882495025,1.8918975380429383e-141
PF14317,6,9,-0.14095068988153336,9.539932660292065e-89
PF14317,6,10,-0.1239219332990739,7.150954006035675e-69
PF14317,6,11,0.08088385845960447,3.2234776305142276e-30
PF14317,7,0,-0.1204981505637105,3.416643074643738e-65
PF14317,7,1,-0.14197108635123612,5.067469253003057e-90
PF14317,7,2,-0.19352757329382086,4.877602400427748e-167
PF14317,7,3,-0.20108959717704245,1.8543972731732235e-180
PF14317,7,4,-0.1859435904471957,3.9138182665127355e-154
PF14317,7,5,-0.08389397053326755,2.1725910345409408e-32
PF14317,7,6,-0.015336701596678512,0.03058226524569219
PF14317,7,7,-0.12932352289070936,6.835845035432961e-75
PF14317,7,8,-0.1569720853924919,7.243404595098866e-110
PF14317,7,9,-0.14110516711536117,6.125940650502054e-89
PF14317,7,10,-0.18529104731284832,4.754837837593191e-153
PF14317,7,11,0.14321530558771667,1.372543988408048e-91
PF14317,8,0,-0.21260865324401096,5.663305282543558e-202
PF14317,8,1,-0.17749364732236747,2.100407076972881e-140
PF14317,8,2,0.11170876257410532,3.1401401039526745e-56
PF14317,8,3,-0.1306118062465324,2.2916609100976008e-76
PF14317,8,4,-0.10256185970148676,1.23721562456351e-47
PF14317,8,5,-0.15598922915834193,1.6740898901246389e-108
PF14317,8,6,0.0794339934468645,3.356714923386814e-29
PF14317,8,7,-0.16192226471810925,7.152843903284033e-117
PF14317,8,8,0.0048595498947075115,0.4932445406475521
PF14317,8,9,-0.11593961778557707,1.8567195239573292e-60
PF14317,8,10,-0.17177166994474846,1.7168982491813873e-131
PF14317,8,11,-0.16655213070935312,1.245939795267919e-123
PF14317,9,0,-0.18571029244116516,9.567816114654778e-154
PF14317,9,1,-0.12994458114124094,1.3358898688158976e-75
PF14317,9,2,-0.18465092875002723,5.458386352546507e-152
PF14317,9,3,-0.17030745497107788,2.922344620418265e-129
PF14317,9,4,-0.207938132833456,4.3018863796561477e-193
PF14317,9,5,-0.17411583488823681,4.177622950253156e-135
PF14317,9,6,-0.11410821989157972,1.3141591822089688e-58
PF14317,9,7,-0.11307861806134027,1.3978952636339682e-57
PF14317,9,8,-0.1991077681674158,6.901527027227019e-177
PF14317,9,9,-0.04399186824316784,5.45345558299044e-10
PF14317,9,10,-0.10786212270864737,1.5938211477855084e-52
PF14317,9,11,-0.19832446685981717,1.736674681577727e-175
PF14317,10,0,-0.1200417850447222,1.0376476668847666e-64
PF14317,10,1,-0.12432118974707239,2.620866091952283e-69
PF14317,10,2,-0.20880131474906943,1.0199601146211209e-194
PF14317,10,3,-0.19754959182262424,4.1644737966258315e-174
PF14317,10,4,-0.21599183998570484,1.5331655158041179e-208
PF14317,10,5,-0.16700800512166125,2.625029578359256e-124
PF14317,10,6,-0.16747510130465426,5.297867890380511e-125
PF14317,10,7,-0.22606902116318475,8.870671712686851e-229
PF14317,10,8,-0.20566077976341118,7.691411057944032e-189
PF14317,10,9,-0.19830561040872882,1.8765748223552384e-175
