Protein family,Layer,Correlation,P value
PF12872,0,0.1887572631158976,2.4491623706217414e-135
PF12872,1,0.13601627775725272,1.3572218726748846e-70
PF12872,2,0.09545865618499437,1.643305970009751e-35
PF12872,3,0.10817448630967112,3.637434274168819e-45
PF12872,4,0.10628016451335331,1.1923163524314114e-43
PF12872,5,0.11687111969830831,1.794111190440841e-52
PF12872,6,0.10304210700193685,4.0208562612145974e-41
PF12872,7,0.10654296669417623,7.374812405821511e-44
PF12872,8,0.10177346521101427,3.74266676595096e-40
PF12872,9,0.08803531501897559,1.9546351216242668e-30
PF12872,10,0.08851820106864332,9.406676529931613e-31
PF12872,11,0.0945866936018063,6.811631880737399e-35
