Protein family,Layer,Correlation,P value
PF13466,0,0.19375057409922125,4.652916242623602e-26
PF13466,1,0.21089646660853387,1.1313133242201335e-30
PF13466,2,0.2719971952514916,1.251504570116039e-50
PF13466,3,0.29986735467908543,1.1745435244571891e-61
PF13466,4,0.2812133029006428,3.886751330898796e-54
PF13466,5,0.2712393585395186,2.3981882810636656e-50
PF13466,6,0.2620765390903692,5.291509157224856e-47
PF13466,7,0.2522749994131865,1.43234744533506e-43
PF13466,8,0.2496670483294366,1.1079307799228729e-42
PF13466,9,0.25163613791164324,2.3694770459906826e-43
PF13466,10,0.23964137133330438,2.3119091598589818e-39
PF13466,11,0.23096129053239922,1.3065559687189333e-36
