Protein family,Layer,Correlation,P value
PF00168,0,0.2756262956472123,0.0
PF00168,1,0.2082848851119411,0.0
PF00168,2,0.16534858177024644,0.0
PF00168,3,0.129868869841032,3.3216847455865583e-248
PF00168,4,0.10011504893913258,7.726109897662647e-148
PF00168,5,0.007114453157164404,0.06642902313317642
PF00168,6,-0.05220365959167403,2.1223005895815212e-41
PF00168,7,-0.030646254454020656,2.606288326649904e-15
PF00168,8,-0.03193089694809601,1.7204132135350096e-16
PF00168,9,0.0022573008220493755,0.5603151829920954
PF00168,10,0.03514024507783792,1.203199087909378e-19
PF00168,11,0.058093627460547276,7.282097864852823e-51
