Protein family,Layer,Correlation,P value
PF01951,0,0.1640842532793416,8.690717344608787e-221
PF01951,1,0.08383839563584473,1.7075766777893037e-58
PF01951,2,0.06858003582398699,1.1074749776947367e-39
PF01951,3,0.08496123549584926,4.996103976971879e-60
PF01951,4,0.03414357636285899,5.480684219238121e-11
PF01951,5,0.011290569160320393,0.03017505931845796
PF01951,6,-0.0023527229109830306,0.6514792774677215
PF01951,7,-0.021186010033079995,4.741176239145138e-05
PF01951,8,-0.010239594229385996,0.04930011672167502
PF01951,9,-0.008188843243378112,0.11589700080563864
PF01951,10,-0.010006473192218231,0.05470324688942034
PF01951,11,-0.01609897280705218,0.0019941762586332024
