Protein family,Layer,Correlation,P value
PF07498,0,0.14845060742547106,2.418458212202402e-54
PF07498,1,0.13011469203448556,4.707517318205711e-42
PF07498,2,0.12364768567790034,4.0871626623076764e-38
PF07498,3,0.11330973084274995,3.042755649203506e-32
PF07498,4,0.08159796141340683,1.906017503775169e-17
PF07498,5,0.040194883208697116,2.896247965045154e-05
PF07498,6,0.016032276897916347,0.09546048334346685
PF07498,7,0.020247033618433066,0.0352335527586762
PF07498,8,0.027632566948542325,0.00405304385658461
PF07498,9,0.02952304144419903,0.0021354992679575246
PF07498,10,0.04294302324916454,7.90949915550704e-06
PF07498,11,0.04928420273294669,2.9271071222000216e-07
