Protein family,Layer,Correlation,P value
PF13466,0,0.15442855043689496,5.0331749331578324e-17
PF13466,1,0.18191032551466307,4.0938885715172127e-23
PF13466,2,0.1532651176310855,8.65062022315075e-17
PF13466,3,0.12374420539607477,2.0125938494457322e-11
PF13466,4,0.10431857570797873,1.640346220953705e-08
PF13466,5,0.08961586098619351,1.2538269278672602e-06
PF13466,6,0.07449369889652631,5.660593480572237e-05
PF13466,7,0.04122723784255512,0.02599658339650399
PF13466,8,0.014451440610650932,0.4353414714888042
PF13466,9,0.05079428409835302,0.006079058677129378
PF13466,10,0.05616105108356843,0.00241501719296214
PF13466,11,0.06852001863903545,0.00021319356411408027
