Protein family,Layer,Correlation,P value
PF20171,0,0.13389998349358564,1.8807073509807003e-68
PF20171,1,0.12557597227923764,2.3077986023257867e-60
PF20171,2,0.14991701847523806,1.5886678519886235e-85
PF20171,3,0.107782953853786,7.520977457288986e-45
PF20171,4,0.0788587351164229,9.93786680147171e-25
PF20171,5,0.053333822978161305,3.9819119977559405e-12
PF20171,6,0.03483968200250989,5.892819985520174e-06
PF20171,7,0.023157720280833412,0.002606593939356052
PF20171,8,0.020387731185718693,0.008037642214856644
PF20171,9,0.026019332203473303,0.0007174154911347213
PF20171,10,0.030401156933327143,7.725115374899182e-05
PF20171,11,0.0253484690002154,0.0009821638530300456
