Protein family,Layer,Correlation,P value
PF03463,0,0.01161813848878341,0.004929202793904996
PF03463,1,-0.024321226553265712,3.945030681036296e-09
PF03463,2,-0.0019181769238487392,0.642512101860018
PF03463,3,0.06492777781838259,9.603784847472663e-56
PF03463,4,0.09311533485850712,6.439415938422794e-113
PF03463,5,0.12714381986411158,1.4561608803709637e-209
PF03463,6,0.1337801504692826,5.493975276087877e-232
PF03463,7,0.1000407844931325,4.041646432440158e-130
PF03463,8,0.06574041753261826,4.1780104245851955e-57
PF03463,9,0.05621638805870516,3.2685109332453025e-42
PF03463,10,0.033548865130052265,4.625946784115184e-16
PF03463,11,0.047283280525536375,2.3866299567051127e-30
