Protein family,Layer,Correlation,P value
PF12872,0,0.6906558136477183,0.0
PF12872,1,0.706811003930906,0.0
PF12872,2,0.7325680364546058,0.0
PF12872,3,0.7048453166089772,0.0
PF12872,4,0.6796771112412078,0.0
PF12872,5,0.6390456043693469,0.0
PF12872,6,0.6247614445971907,0.0
PF12872,7,0.6224186148623172,0.0
PF12872,8,0.6452028295634111,0.0
PF12872,9,0.6584859772996186,0.0
PF12872,10,0.6676819540185865,0.0
PF12872,11,0.6875885260345983,0.0
