Protein family,Layer,Head,Correlation,P-value
PF03147,0,0,-0.21552595687155474,2.615734238330721e-97
PF03147,0,1,-0.34532509858101845,2.0825954669191758e-256
PF03147,0,2,-0.35607528961384505,1.266430620164836e-273
PF03147,0,3,-0.13361370887274945,5.61274925814836e-38
PF03147,0,4,0.49354515202368254,0.0
PF03147,0,5,-0.12400399435838672,6.578119033132777e-33
PF03147,0,6,0.010839358599869115,0.29812259685345893
PF03147,0,7,-0.3601797970984142,2.239170685775847e-280
PF03147,0,8,-0.30219872919494,6.750157057543094e-194
PF03147,0,9,-0.2989807494205803,1.2278439415602604e-189
PF03147,0,10,0.02546837840159421,0.014484039467963384
PF03147,0,11,-0.2900296728099285,4.4994540236079776e-178
PF03147,1,0,-0.4274358426255063,0.0
PF03147,1,1,0.4560932084915372,0.0
PF03147,1,2,-0.09488277007223339,6.970599054130398e-20
PF03147,1,3,-0.29204728947109004,1.2104680278202602e-180
PF03147,1,4,-0.40270713572999123,0.0
PF03147,1,5,-0.3025009284055715,2.6697431094793028e-194
PF03147,1,6,-0.38912903804805277,0.0
PF03147,1,7,-0.21006795327583724,1.980577019976635e-92
PF03147,1,8,-0.40308704596399797,0.0
PF03147,1,9,-0.43727780467947697,0.0
PF03147,1,10,0.1478200316111688,3.5017011479528526e-46
PF03147,1,11,-0.26267845501752896,2.8241605499047693e-145
PF03147,2,0,-0.20204009569908393,1.6849099997710127e-85
PF03147,2,1,-0.3007649840118941,5.419833409226873e-192
PF03147,2,2,-0.45323861854656583,0.0
PF03147,2,3,-0.34409061424912324,1.7889574085502893e-254
PF03147,2,4,-0.44710642204186324,0.0
PF03147,2,5,0.6167301665617816,0.0
PF03147,2,6,-0.0004684321040154245,0.9641364942012104
PF03147,2,7,-0.5548387680615869,0.0
PF03147,2,8,-0.44601687711940396,0.0
PF03147,2,9,0.047808135307753415,4.398947862047449e-06
PF03147,2,10,-0.43678547135722107,0.0
PF03147,2,11,-0.6677771841318866,0.0
PF03147,3,0,-0.5171536900818124,0.0
PF03147,3,1,-0.415626791451278,0.0
PF03147,3,2,-0.1499288255879371,1.7923746844147087e-47
PF03147,3,3,0.414362470617949,0.0
PF03147,3,4,-0.36284211705820785,8.25119646232916e-285
PF03147,3,5,-0.5299785193320046,0.0
PF03147,3,6,-0.284082529056191,1.2795183183504995e-170
PF03147,3,7,-0.5448051870212268,0.0
PF03147,3,8,-0.028592278413320786,0.006050212518266761
PF03147,3,9,-0.6580129364885563,0.0
PF03147,3,10,-0.5702714335002657,0.0
PF03147,3,11,-0.3943642182294055,0.0
PF03147,4,0,-0.25650012815603557,2.2021966111943724e-138
PF03147,4,1,0.31673592799442635,7.918463503444498e-214
PF03147,4,2,-0.48405707297800016,0.0
PF03147,4,3,-0.4959547347280222,0.0
PF03147,4,4,-0.47582460481169,0.0
PF03147,4,5,-0.3970327497583639,0.0
PF03147,4,6,-0.4146648845952995,0.0
PF03147,4,7,0.43566594790724944,0.0
PF03147,4,8,-0.3981119908758865,0.0
PF03147,4,9,-0.4089659916994151,0.0
PF03147,4,10,-0.45246407802797456,0.0
PF03147,4,11,-0.4097120948524885,0.0
PF03147,5,0,0.4188671155870359,0.0
PF03147,5,1,0.06202505472404946,2.5326545502047017e-09
PF03147,5,2,-0.5049517032068963,0.0
PF03147,5,3,0.2141082139888472,4.990137415146313e-96
PF03147,5,4,-0.22181473083657,4.225648215503257e-103
PF03147,5,5,0.012775412364752431,0.22007704772578643
PF03147,5,6,-0.41780825117063697,0.0
PF03147,5,7,-0.04714088867984731,5.970582097751833e-06
PF03147,5,8,-0.019260557630411245,0.06446731129372302
PF03147,5,9,-0.4121628215269888,0.0
PF03147,5,10,0.0005303872755686087,0.9593970174487327
PF03147,5,11,0.155885282637773,3.197350992748668e-51
PF03147,6,0,-0.4389779256789687,0.0
PF03147,6,1,0.041310784074265416,7.278583368522782e-05
PF03147,6,2,-0.3820009826996069,0.0
PF03147,6,3,0.052613049573058034,4.3340515116770834e-07
PF03147,6,4,-0.30096466431557817,2.946922817742895e-192
PF03147,6,5,-0.34973738272625715,2.1581718687157854e-263
PF03147,6,6,-0.412890253746145,0.0
PF03147,6,7,-0.15951379273993274,1.4018794718016136e-53
PF03147,6,8,-0.45406058590242343,0.0
PF03147,6,9,-0.362348466192682,5.518239218572924e-284
PF03147,6,10,0.10628690619896045,1.4380133221679638e-24
PF03147,6,11,0.16296530487963945,7.0969964200403435e-56
PF03147,7,0,-0.19230823927477156,1.7267791002951658e-77
PF03147,7,1,-0.35954205004996803,2.5459041815302035e-279
PF03147,7,2,-0.46023957132858206,0.0
PF03147,7,3,-0.4971354324019281,0.0
PF03147,7,4,-0.37908457876346047,0.0
PF03147,7,5,0.17014897045226288,8.089850790414076e-61
PF03147,7,6,0.09973243664767564,8.234567124543317e-22
PF03147,7,7,-0.1661454488077625,4.902168069087752e-58
PF03147,7,8,-0.41806354057014833,0.0
PF03147,7,9,-0.18222057683350923,1.2435836636150228e-69
PF03147,7,10,-0.4384983969135255,0.0
PF03147,7,11,0.23573664539515557,1.412172515748845e-116
PF03147,8,0,-0.5087346668063354,0.0
PF03147,8,1,-0.4513733718229388,0.0
PF03147,8,2,0.4016451519934229,0.0
PF03147,8,3,-0.30207879148859246,9.751291899176818e-194
PF03147,8,4,-0.2976621942748204,6.589685690671148e-188
PF03147,8,5,-0.40273384398019896,0.0
PF03147,8,6,0.3995391863446137,0.0
PF03147,8,7,-0.509831228625519,0.0
PF03147,8,8,0.1708127675136532,2.7533920629912383e-61
PF03147,8,9,-0.08432107096672477,5.138894972724458e-16
PF03147,8,10,-0.4362113549517676,0.0
PF03147,8,11,-0.4462567625875777,0.0
PF03147,9,0,-0.47091324836270004,0.0
PF03147,9,1,-0.26689132232086915,4.4018065327130766e-150
PF03147,9,2,-0.4984619334341584,0.0
PF03147,9,3,-0.3687764793953171,7.594586375167607e-295
PF03147,9,4,-0.4637221933199494,0.0
PF03147,9,5,-0.5330170921328472,0.0
PF03147,9,6,-0.00800617640754066,0.4421895986424097
PF03147,9,7,-0.16732346969792294,7.5663910143545895e-59
PF03147,9,8,-0.4547121560766729,0.0
PF03147,9,9,0.04413875239664104,2.24706523756458e-05
PF03147,9,10,-0.291154649347717,1.6698250564481746e-179
PF03147,9,11,-0.46074575756071384,0.0
PF03147,10,0,-0.4132426615374558,0.0
PF03147,10,1,-0.3153019574899379,8.225570068403894e-212
PF03147,10,2,-0.3192354039943887,2.2751358238746253e-217
PF03147,10,3,-0.5515805054558351,0.0
PF03147,10,4,-0.5057518555259557,0.0
PF03147,10,5,-0.4961719447009104,0.0
PF03147,10,6,-0.4610488982904231,0.0
PF03147,10,7,-0.4874626671813576,0.0
PF03147,10,8,-0.5725785939234731,0.0
PF03147,10,9,-0.5607866379637563,0.0
PF03147,10,10,-0.4659629936344258,0.0
PF03147,10,11,-0.5514104032466833,0.0
PF03147,11,0,-0.4730172716874316,0.0
PF03147,11,1,-0.4801922089079124,0.0
PF03147,11,2,-0.36597144636763607,4.4752860348061076e-290
PF03147,11,3,-0.5481431496534764,0.0
PF03147,11,4,-0.5386106633818172,0.0
PF03147,11,5,-0.5365116717406073,0.0
PF03147,11,6,-0.5961393454692461,0.0
PF03147,11,7,-0.544777363685098,0.0
PF03147,11,8,-0.5366698407608124,0.0
PF03147,11,9,0.23460126640954268,1.9185532303940478e-115
PF03147,11,10,-0.4251379322576821,0.0
PF03147,11,11,-0.5593941411206557,0.0
