Protein family,Layer,Correlation,P value
PF03463,0,0.109316427687752,3.975724736729897e-155
PF03463,1,0.0852918034906449,5.481663876922948e-95
PF03463,2,0.10920641980336979,8.114142656573701e-155
PF03463,3,0.09578730430701342,2.0903891385640817e-119
PF03463,4,0.04141972795733517,1.1521091333798625e-23
PF03463,5,0.016488116939895953,6.598689344973302e-05
PF03463,6,0.011697595027465054,0.004642384612452891
PF03463,7,0.00307647400022487,0.4565785293416308
PF03463,8,-0.0016724582022266243,0.6856785394235643
PF03463,9,-0.006674521279883832,0.10626356682189704
PF03463,10,-0.008063310972357888,0.05102002289398731
PF03463,11,-0.011951596375856514,0.0038239864536419002
