Protein family,Layer,Correlation,P value
PF13466,0,0.15307161896932564,9.462147743947642e-17
PF13466,1,0.13065374099294408,1.4141770963006497e-12
PF13466,2,0.12584586674494705,9.110918793052354e-12
PF13466,3,0.12167400726524806,4.3369379676532455e-11
PF13466,4,0.07674940360239584,3.3420636002397444e-05
PF13466,5,0.08835717542529442,1.7652877886156572e-06
PF13466,6,0.1068444489315464,7.308019484801733e-09
PF13466,7,0.1154755919170438,4.00227077587619e-10
PF13466,8,0.12430381870247886,1.631805638602114e-11
PF13466,9,0.13536091390283922,2.133379040624334e-13
PF13466,10,0.15191485658491302,1.6134163803760587e-16
PF13466,11,0.1374403586636005,9.055514985548442e-14
