Protein family,Layer,Correlation,P value
PF00066,0,0.26924312637521464,5.51114718891221e-179
PF00066,1,0.2211370548247861,6.375572507839006e-120
PF00066,2,0.18979018342063908,2.8882461106473764e-88
PF00066,3,0.15185032761811845,8.338343830763992e-57
PF00066,4,0.10142570883944686,3.9196128029889637e-26
PF00066,5,0.06360345196130433,3.5750594605337706e-11
PF00066,6,0.039123542397729714,4.70259998292811e-05
PF00066,7,0.023043964973211012,0.01654736377686183
PF00066,8,0.02194292367740211,0.022484909610111646
PF00066,9,0.023157777612895915,0.0160202680946474
PF00066,10,0.020585119958539243,0.03228759906415497
PF00066,11,0.009783808644718733,0.30895231767524456
