Protein family,Layer,Correlation,P value
PF10576,0,0.15541792737580107,0.0
PF10576,1,0.13142484688298894,0.0
PF10576,2,0.09434025420166516,1.0780544909751708e-300
PF10576,3,0.07213704428147583,2.298917725145054e-176
PF10576,4,0.06343816512363532,8.940695589373372e-137
PF10576,5,0.05748496993914484,1.266972333569248e-112
PF10576,6,0.04675525402371288,4.121291497010938e-75
PF10576,7,0.04571459658522272,6.958957742354521e-72
PF10576,8,0.04248030873039601,2.5746059711929345e-62
PF10576,9,0.041418835308887764,2.502881162986086e-59
PF10576,10,0.033435871514111745,2.8700294890873248e-39
PF10576,11,0.02417589683536247,2.5855922982571256e-21
