Protein family,Layer,Correlation,P value
PF00672,0,0.039717235451946845,3.6651649443905416e-17
PF00672,1,0.015351389524344113,0.0011355384437642605
PF00672,2,0.04964541210496123,6.215185198320473e-26
PF00672,3,0.0669006811477722,9.365078518007038e-46
PF00672,4,0.061508292605854116,6.210131364616505e-39
PF00672,5,0.06384355939074776,8.110807507651303e-42
PF00672,6,0.06579760478116084,2.5910078643167346e-44
PF00672,7,0.08263766628521904,6.083788141556298e-69
PF00672,8,0.08140218121690229,6.052306463379614e-67
PF00672,9,0.08280920348444043,3.1945283365478347e-69
PF00672,10,0.07509704531966216,3.204944171970426e-57
PF00672,11,0.07614614076860216,8.759590823850169e-59
