Protein family,Layer,Correlation,P value
PF12872,0,0.08781597044122261,2.7212614297576073e-30
PF12872,1,0.05725157945746618,9.45763784442401e-14
PF12872,2,0.04437082547587113,7.897919857498244e-09
PF12872,3,0.06585108718544094,1.0410705467286806e-17
PF12872,4,0.07647984822359857,2.3687830502201565e-23
PF12872,5,0.08522265787565224,1.2782325701133656e-28
PF12872,6,0.06976129243286854,1.0921566426115906e-19
PF12872,7,0.05686695740741272,1.3810058079197127e-13
PF12872,8,0.04924571944912936,1.5001868439677634e-10
PF12872,9,0.052147266948238534,1.1749516907165e-11
PF12872,10,0.05692979097031843,1.298404445564041e-13
PF12872,11,0.08456289392212808,3.341571342150097e-28
