Protein family,Layer,Correlation,P value
PF20171,0,0.2008817711031125,2.2016895086296437e-153
PF20171,1,0.18031558914486842,1.7550705347206414e-123
PF20171,2,0.1810551032657888,1.6936970804289826e-124
PF20171,3,0.11632064074933947,5.4125075981217015e-52
PF20171,4,0.06498383729318066,2.7620212312354773e-17
PF20171,5,0.04347171708770783,1.5714200995635605e-08
PF20171,6,0.034901638654355,5.672031143161177e-06
PF20171,7,0.0358590804740149,3.1188254227575136e-06
PF20171,8,0.034091400452690684,9.299872632092168e-06
PF20171,9,0.02814640671345892,0.0002527204890487957
PF20171,10,0.028495958677545143,0.00021142999584585983
PF20171,11,0.03426672544776886,8.363813149262374e-06
