Protein family,Layer,Correlation,P value
PF06427,0,0.1561096746194684,6.527871538683824e-131
PF06427,1,0.15894756116487727,1.05729747118499e-135
PF06427,2,0.18476061675974814,1.8203905662657067e-183
PF06427,3,0.14608603095334854,1.0339432139554641e-114
PF06427,4,0.12903899374363,1.0181586766355396e-89
PF06427,5,0.1038067163817687,1.5005399369756044e-58
PF06427,6,0.09875096092706498,3.938327520125845e-53
PF06427,7,0.08941688666428137,7.624906612115269e-44
PF06427,8,0.08841225271692199,6.706059509733348e-43
PF06427,9,0.08725156705848099,8.017074873001063e-42
PF06427,10,0.0889572078622121,2.0682727758369876e-43
PF06427,11,0.08117905922114496,2.035136155650727e-36
