Protein family,Layer,Correlation,P value
PF14317,0,0.12474493714693573,8.999399297214217e-70
PF14317,1,0.08527260723215425,2.0701890414253702e-33
PF14317,2,0.06145207366114125,4.231279900933508e-18
PF14317,3,0.05326968242301157,5.652537528243307e-14
PF14317,4,0.038088871215758005,7.780661463117052e-08
PF14317,5,0.028996746931783265,4.329679955423869e-05
PF14317,6,0.03105842666258845,1.186687530613319e-05
PF14317,7,0.03839219551194966,6.130397581346476e-08
PF14317,8,0.050856938764763986,7.2296385692926e-13
PF14317,9,0.0744580983791009,7.564008338633387e-26
PF14317,10,0.08682467973023925,1.401725103863634e-34
PF14317,11,0.09965480609657341,4.662324915512038e-45
