Protein family,Layer,Correlation,P value
PF07498,0,0.054207024355556944,1.6903937892885733e-08
PF07498,1,0.06351088096274551,3.816222059195395e-11
PF07498,2,0.05069194398922954,1.3294151418083228e-07
PF07498,3,0.07370713709999753,1.6529331597733897e-14
PF07498,4,0.11457495297166718,6.20229063918992e-33
PF07498,5,0.08394026676735601,2.2457435663819583e-18
PF07498,6,0.053350774037708264,2.8275418547462776e-08
PF07498,7,0.03711486795557696,0.00011300237728516608
PF07498,8,0.04591075196002527,1.782085999479376e-06
PF07498,9,0.08753780284468764,7.48539611171937e-20
PF07498,10,0.1133490227122152,2.896900181631273e-32
PF07498,11,0.15093173888382258,3.909604241123334e-56
