Protein family,Layer,Correlation,P value
PF00484,0,0.32412703947422883,0.0
PF00484,1,0.2942250190064989,0.0
PF00484,2,0.3116454041198895,0.0
PF00484,3,0.25798316257708676,0.0
PF00484,4,0.15081364512332474,0.0
PF00484,5,0.08596579256925888,1.9163167623508474e-104
PF00484,6,0.04885708485830564,7.148795763495283e-35
PF00484,7,0.018579582014469513,2.835816824839333e-06
PF00484,8,0.011457379295815358,0.003885666259158716
PF00484,9,0.009502451766550409,0.016637381899323633
PF00484,10,0.013009326277718045,0.001043883177192035
PF00484,11,0.0072264646218020475,0.06859819065550751
