Protein family,Layer,Correlation,P value
PF13466,0,0.1859935267472164,4.157449440964172e-24
PF13466,1,0.20584693553836808,2.857363366277794e-29
PF13466,2,0.14818977808043124,8.747770710232699e-16
PF13466,3,0.08744586103119988,2.255028415683632e-06
PF13466,4,0.04724251182999432,0.010728297517377194
PF13466,5,0.02878495624374485,0.12017411614427496
PF13466,6,0.03839289726966369,0.03816373279278278
PF13466,7,-8.124366673311419e-05,0.9965010664017862
PF13466,8,-0.017532879661218307,0.3439230332948071
PF13466,9,0.019305128723210177,0.29735275793339533
PF13466,10,0.024686546437637655,0.18262862026179746
PF13466,11,0.04400260715470115,0.017488521090798202
