Protein family,Layer,Correlation,P value
PF14317,0,0.12831210930862083,9.593645632294722e-74
PF14317,1,0.10432907047368978,3.0885945185878368e-49
PF14317,2,0.1029285675623982,5.783047997896565e-48
PF14317,3,0.062254259193771457,1.5522678447290508e-18
PF14317,4,0.07647055625166803,3.5376937532084306e-27
PF14317,5,0.08609434497289373,5.006525731516402e-34
PF14317,6,0.09153035794020867,2.965230050783352e-38
PF14317,7,0.1035749518235059,1.503357470158884e-48
PF14317,8,0.10917446473632507,8.975912278997937e-54
PF14317,9,0.12493426334104103,5.575400679582912e-70
PF14317,10,0.1216228501875293,2.1708050848199643e-66
PF14317,11,0.11075496984959067,2.679461114285771e-55
