Protein family,Layer,Correlation,P value
PF04972,0,0.17555598810082354,1.185932227255289e-131
PF04972,1,0.10401696883347995,5.771199560203175e-47
PF04972,2,0.042742421732575586,3.6182319418101816e-09
PF04972,3,0.06454846238857127,4.816825510495673e-19
PF04972,4,0.1030932990813401,3.6702313571085574e-46
PF04972,5,0.07716236287303349,1.5063823351961864e-26
PF04972,6,0.022572027206567473,0.0018386252363883726
PF04972,7,-0.028568652547064213,8.046194034552404e-05
PF04972,8,-0.06028791534970611,8.308461933109601e-17
PF04972,9,-0.06442673449471135,5.607250954494011e-19
PF04972,10,-0.07190707554495998,2.9203796714120344e-23
PF04972,11,-0.055800793470862656,1.2981436333225672e-14
