Protein family,Layer,Correlation,P value
PF03147,0,-0.04278540914745982,3.9785204099577624e-05
PF03147,1,-0.06579942684183705,2.569645331192338e-10
PF03147,2,-0.03262398157639255,0.001734359765186314
PF03147,3,0.0058351900443155535,0.5754064367158608
PF03147,4,0.014090839051850775,0.17618210739609555
PF03147,5,-0.00476542425668578,0.6473682776273362
PF03147,6,-0.011470666338729521,0.2708658348677614
PF03147,7,-0.011719081923644818,0.2606238311063757
PF03147,8,-0.020143603898704336,0.05314758125898627
PF03147,9,-0.035699616967493734,0.0006085139067142436
PF03147,10,-0.035220228270728626,0.0007203027348096916
PF03147,11,-0.02975712194176343,0.004277617379120252
