Protein family,Layer,Correlation,P value
PF07677,0,0.1589886520589453,1.5376535836570257e-211
PF07677,1,0.07103625984641601,2.619884156502989e-43
PF07677,2,0.07256709582247088,4.011452378371343e-45
PF07677,3,0.07714121382012235,8.898292052327335e-51
PF07677,4,0.08311587118999293,1.1012537032583912e-58
PF07677,5,0.08325657186213414,7.055479668819844e-59
PF07677,6,0.08519507106982019,1.4157423614484603e-61
PF07677,7,0.07547672102193101,1.1138626934825139e-48
PF07677,8,0.06967868018154287,9.896367854905215e-42
PF07677,9,0.07965988007865789,4.876339995388949e-54
PF07677,10,0.07799039408992306,7.269842503334783e-52
PF07677,11,0.08321097382590627,8.151295699174177e-59
