Protein family,Layer,Correlation,P value
PF13466,0,0.3923647368684721,6.181643277057959e-108
PF13466,1,0.4211860359758251,9.467309930486437e-126
PF13466,2,0.4226335829412344,1.0825766951063804e-126
PF13466,3,0.3390066024918654,2.4430768249773128e-79
PF13466,4,0.27629701109417565,3.0036873864101122e-52
PF13466,5,0.25594517348189566,7.728397534610699e-45
PF13466,6,0.2554236436175284,1.1736144863951636e-44
PF13466,7,0.25606342007587407,7.029011782627373e-45
PF13466,8,0.2810994803259095,4.302658423498345e-54
PF13466,9,0.3240945826962023,2.738534114672259e-72
PF13466,10,0.3316907810106497,7.863567861894658e-76
PF13466,11,0.3349836245539184,2.131204664778509e-77
